idade,tipo de emprego,estado civil,educação,inadimplência,saldo (em euros),habitação,empréstimo,contato,dia,mês,duração (em segundos),campanha,pdias,anterior,presultado,y
37,operário,solteiro,secundário,não,3561,sim,não,desconhecido,2,junho,98,1,-1,0,desconhecido,não
42,administrador,divorciado,secundário,não,63,não,não,desconhecido,16,maio,88,6,-1,0,desconhecido,não
40,estudante,casado,secundário,não,260,não,não,desconhecido,20,junho,197,6,-1,0,desconhecido,não
28,técnico,solteiro,terciário,não,2269,sim,não,desconhecido,9,maio,331,1,-1,0,desconhecido,não
47,administrador,casado,secundário,não,1060,sim,não,desconhecido,6,junho,83,3,-1,0,desconhecido,não
27,autônomo,casado,secundário,não,-220,sim,não,desconhecido,26,maio,138,2,-1,0,desconhecido,não
41,gerente,casado,terciário,não,49,sim,não,celular,17,julho,312,5,-1,0,desconhecido,não
34,administrador,casado,terciário,não,69,não,sim,celular,4,agosto,120,3,1,6,sucesso,sim
50,operário,casado,primario,não,4108,sim,não,celular,7,agosto,526,2,-1,0,desconhecido,sim
47,operário,casado,secundário,não,480,sim,não,desconhecido,28,maio,211,2,-1,0,desconhecido,não
53,serviços gerais,casado,secundário,não,4994,não,não,celular,18,agosto,62,6,-1,0,desconhecido,não
53,técnico,divorciado,secundário,não,0,sim,sim,celular,15,julho,135,5,-1,0,desconhecido,não
47,gerente,casado,terciário,não,3681,não,não,celular,14,agosto,101,2,-1,0,desconhecido,não
49,empresário,divorciado,desconhecido,sim,-701,sim,não,celular,30,julho,988,2,-1,0,desconhecido,sim
29,gerente,casado,terciário,não,451,não,não,celular,28,janeiro,451,1,-1,0,desconhecido,não
45,operário,divorciado,primario,não,-311,sim,não,desconhecido,23,maio,1030,1,-1,0,desconhecido,sim
38,empresário,casado,secundário,não,593,sim,sim,celular,24,julho,1484,24,-1,0,desconhecido,sim
32,operário,casado,secundário,não,759,sim,não,celular,9,abril,317,5,-1,0,desconhecido,sim
70,aposentado,divorciado,primario,não,4531,não,não,celular,18,maio,445,1,-1,0,desconhecido,não
65,aposentado,divorciado,primario,não,1840,não,não,celular,1,junho,383,2,188,5,falha,não
56,operário,casado,secundário,não,345,sim,não,telefone,22,julho,605,1,-1,0,desconhecido,não
35,operário,casado,secundário,não,1287,sim,não,celular,14,julho,330,2,-1,0,desconhecido,não
56,gerente,casado,desconhecido,não,353,não,sim,celular,25,julho,171,2,-1,0,desconhecido,não
56,técnico,casado,secundário,não,205,não,sim,celular,23,julho,442,2,-1,0,desconhecido,não
49,empresário,casado,secundário,não,687,sim,não,celular,17,abril,772,1,-1,0,desconhecido,sim
38,desempregado,casado,primario,não,1147,sim,sim,desconhecido,8,maio,249,5,-1,0,desconhecido,não
35,gerente,casado,terciário,não,4286,sim,não,desconhecido,9,maio,357,1,-1,0,desconhecido,não
38,administrador,casado,terciário,não,605,não,não,celular,18,novembro,147,2,-1,0,desconhecido,não
49,operário,casado,secundário,não,8545,sim,sim,celular,6,maio,199,7,167,1,falha,não
55,gerente,casado,desconhecido,não,559,não,não,celular,28,janeiro,271,2,-1,0,desconhecido,não
43,operário,solteiro,primario,não,2,sim,não,celular,30,julho,783,3,-1,0,desconhecido,não
43,gerente,casado,terciário,não,2,não,sim,celular,20,agosto,472,2,-1,0,desconhecido,não
25,administrador,solteiro,terciário,não,760,sim,não,celular,27,maio,223,3,89,2,falha,sim
30,operário,casado,primario,não,1317,sim,não,desconhecido,21,maio,395,2,-1,0,desconhecido,não
46,operário,casado,secundário,não,182,não,não,celular,4,fevereiro,56,1,-1,0,desconhecido,não
50,administrador,casado,primario,não,276,não,sim,desconhecido,17,junho,641,6,-1,0,desconhecido,não
35,empresário,casado,secundário,não,2971,não,não,celular,4,maio,429,4,164,2,falha,sim
26,desempregado,solteiro,secundário,não,1064,não,não,desconhecido,31,maio,113,1,-1,0,desconhecido,não
45,administrador,casado,desconhecido,não,1783,não,não,desconhecido,20,junho,11,11,-1,0,desconhecido,não
37,operário,casado,secundário,não,-67,não,não,celular,2,fevereiro,157,1,-1,0,desconhecido,não
60,autônomo,solteiro,terciário,não,179,não,sim,celular,29,julho,79,4,-1,0,desconhecido,não
38,gerente,casado,terciário,não,1199,não,não,celular,4,agosto,178,1,1,1,sucesso,sim
47,operário,casado,primario,não,214,sim,sim,desconhecido,9,junho,168,1,-1,0,desconhecido,não
33,técnico,casado,secundário,não,6699,não,não,celular,9,novembro,425,1,462,1,falha,não
51,desempregado,casado,secundário,não,1760,não,sim,celular,19,novembro,162,1,-1,0,desconhecido,não
35,empresário,solteiro,terciário,não,145,sim,não,celular,18,julho,799,2,-1,0,desconhecido,sim
35,desempregado,casado,secundário,não,978,não,não,celular,29,dezembro,1370,3,209,3,sucesso,sim
48,administrador,solteiro,secundário,não,1150,sim,não,desconhecido,28,maio,357,1,-1,0,desconhecido,não
37,administrador,casado,secundário,não,121,não,não,celular,22,julho,22,6,-1,0,desconhecido,não
29,técnico,solteiro,terciário,não,828,sim,não,celular,16,abril,215,3,321,3,outro,não
34,administrador,casado,secundário,não,244,sim,não,celular,31,julho,56,4,-1,0,desconhecido,não
32,serviços gerais,casado,primario,não,228,sim,não,celular,21,julho,1017,6,-1,0,desconhecido,sim
30,gerente,solteiro,terciário,não,424,não,não,celular,16,abril,298,4,-1,0,desconhecido,sim
47,gerente,divorciado,terciário,não,447,não,sim,desconhecido,7,maio,126,1,-1,0,desconhecido,não
33,operário,casado,primario,não,-195,não,não,desconhecido,20,setembro,9,1,-1,0,desconhecido,não
33,gerente,solteiro,terciário,não,1410,sim,não,celular,5,fevereiro,8,1,254,5,falha,não
63,aposentado,casado,primario,não,1084,não,não,celular,14,outubro,201,1,183,1,sucesso,não
51,autônomo,divorciado,primario,não,10924,não,não,celular,6,maio,106,2,-1,0,desconhecido,não
41,gerente,casado,terciário,não,832,sim,sim,celular,21,novembro,164,1,176,1,falha,não
56,aposentado,casado,terciário,não,478,não,não,celular,5,fevereiro,97,1,-1,0,desconhecido,não
60,gerente,solteiro,terciário,não,0,não,sim,celular,23,julho,151,1,-1,0,desconhecido,não
41,autônomo,solteiro,terciário,não,3950,sim,não,desconhecido,30,maio,96,2,-1,0,desconhecido,não
37,gerente,solteiro,desconhecido,não,504,sim,não,celular,16,abril,555,1,-1,0,desconhecido,não
36,operário,solteiro,secundário,não,219,sim,sim,celular,11,maio,270,2,347,1,falha,não
57,gerente,casado,terciário,não,1602,não,não,celular,29,julho,339,3,-1,0,desconhecido,não
55,gerente,casado,primario,não,2587,não,não,celular,4,setembro,328,2,94,2,sucesso,sim
44,administrador,casado,secundário,não,0,sim,sim,desconhecido,16,maio,159,1,-1,0,desconhecido,não
47,autônomo,casado,terciário,não,2303,sim,não,celular,6,maio,323,2,364,1,falha,não
31,operário,casado,secundário,não,1660,sim,não,celular,20,abril,342,1,-1,0,desconhecido,não
35,gerente,casado,terciário,sim,32,sim,não,celular,21,novembro,180,1,-1,0,desconhecido,não
39,gerente,casado,terciário,não,278,não,sim,celular,28,julho,60,3,-1,0,desconhecido,não
50,gerente,casado,terciário,não,4,não,não,celular,17,novembro,223,1,96,2,falha,não
29,gerente,casado,terciário,não,318,sim,não,celular,18,maio,1434,2,356,4,falha,não
30,serviços gerais,solteiro,secundário,não,209,sim,não,desconhecido,6,maio,30,2,-1,0,desconhecido,não
46,serviços gerais,casado,secundário,não,271,sim,não,desconhecido,16,maio,134,4,-1,0,desconhecido,não
27,gerente,solteiro,desconhecido,não,3196,não,não,celular,9,fevereiro,10,2,-1,0,desconhecido,não
48,administrador,divorciado,secundário,não,4099,não,não,celular,2,abril,397,2,-1,0,desconhecido,sim
26,estudante,solteiro,secundário,não,2572,sim,não,celular,5,maio,620,1,-1,0,desconhecido,não
36,gerente,solteiro,terciário,não,339,não,não,celular,21,novembro,6,6,-1,0,desconhecido,não
42,operário,casado,primario,não,0,sim,sim,celular,7,maio,209,2,-1,0,desconhecido,não
50,empregada doméstica,casado,primario,não,395,sim,não,desconhecido,15,maio,419,2,-1,0,desconhecido,não
49,operário,casado,secundário,não,2039,sim,não,celular,18,novembro,283,2,-1,0,desconhecido,não
45,gerente,casado,terciário,não,5450,não,não,celular,8,agosto,188,2,-1,0,desconhecido,não
23,estudante,solteiro,secundário,não,780,não,não,celular,16,setembro,267,1,-1,0,desconhecido,não
38,técnico,solteiro,secundário,não,0,sim,não,celular,7,abril,196,2,-1,0,desconhecido,não
32,gerente,solteiro,terciário,não,8436,sim,não,celular,17,abril,245,1,149,2,falha,não
60,técnico,solteiro,primario,não,11262,não,não,celular,26,agosto,323,1,-1,0,desconhecido,sim
30,empresário,casado,secundário,não,946,sim,não,celular,19,novembro,1065,1,183,1,outro,não
58,empregada doméstica,casado,terciário,não,497,não,não,desconhecido,11,junho,138,5,-1,0,desconhecido,não
60,aposentado,casado,primario,não,55,não,não,celular,4,junho,207,1,-1,0,desconhecido,não
38,serviços gerais,casado,secundário,não,-140,não,não,desconhecido,25,junho,456,3,-1,0,desconhecido,não
51,técnico,casado,secundário,não,-379,sim,não,celular,5,agosto,261,1,-1,0,desconhecido,não
42,administrador,casado,secundário,não,-396,sim,não,celular,11,maio,80,1,308,4,falha,não
30,serviços gerais,solteiro,secundário,não,0,sim,não,celular,18,maio,131,6,363,9,falha,não
40,gerente,casado,primario,não,733,sim,não,desconhecido,6,junho,94,7,-1,0,desconhecido,não
37,gerente,casado,terciário,não,393,sim,não,celular,14,maio,567,3,275,4,falha,sim
53,técnico,divorciado,primario,não,7290,sim,não,desconhecido,30,maio,153,1,-1,0,desconhecido,não
27,serviços gerais,solteiro,secundário,não,468,sim,não,celular,13,maio,109,1,-1,0,desconhecido,não
39,operário,casado,secundário,não,0,sim,não,celular,30,abril,53,1,325,1,falha,não
39,operário,casado,primario,não,3705,sim,não,desconhecido,16,junho,77,1,-1,0,desconhecido,não
59,aposentado,casado,terciário,não,9676,não,não,telefone,27,março,234,2,-1,0,desconhecido,sim
37,serviços gerais,casado,secundário,não,1328,sim,não,telefone,13,maio,121,2,341,4,falha,não
41,operário,casado,primario,não,8,sim,não,celular,15,julho,155,2,-1,0,desconhecido,não
45,operário,casado,primario,não,61,não,não,celular,17,abril,108,1,-1,0,desconhecido,não
48,gerente,casado,terciário,não,6613,não,não,desconhecido,17,junho,159,3,-1,0,desconhecido,não
48,técnico,casado,secundário,não,302,sim,não,desconhecido,26,maio,208,3,-1,0,desconhecido,não
32,operário,casado,secundário,não,1005,não,não,celular,12,maio,215,1,-1,0,desconhecido,não
35,serviços gerais,casado,secundário,não,109,sim,não,desconhecido,6,maio,597,3,-1,0,desconhecido,não
33,gerente,solteiro,terciário,não,1240,sim,não,celular,4,fevereiro,505,2,260,1,outro,não
28,operário,solteiro,primario,não,0,sim,sim,desconhecido,3,junho,380,4,-1,0,desconhecido,não
64,aposentado,casado,desconhecido,não,2923,não,não,celular,12,março,120,1,-1,0,desconhecido,não
35,técnico,casado,secundário,não,0,não,não,celular,27,agosto,106,4,-1,0,desconhecido,não
33,operário,casado,secundário,não,43,sim,não,celular,14,maio,332,2,358,2,falha,não
41,técnico,casado,secundário,não,288,sim,não,desconhecido,15,maio,221,4,-1,0,desconhecido,não
34,administrador,casado,secundário,não,613,sim,não,celular,4,junho,80,1,-1,0,desconhecido,não
37,técnico,solteiro,terciário,não,6101,não,não,celular,4,maio,60,5,87,1,sucesso,não
38,operário,casado,primario,não,168,sim,sim,telefone,13,maio,212,3,-1,0,desconhecido,não
39,operário,casado,primario,não,7685,sim,não,celular,14,abril,493,3,-1,0,desconhecido,não
35,técnico,divorciado,terciário,não,4515,sim,não,celular,19,novembro,98,2,-1,0,desconhecido,não
28,operário,solteiro,secundário,não,517,não,sim,celular,8,julho,681,1,-1,0,desconhecido,sim
27,operário,solteiro,secundário,não,148,não,não,celular,22,julho,203,1,-1,0,desconhecido,não
48,aposentado,casado,primario,sim,-285,não,sim,celular,19,novembro,157,1,-1,0,desconhecido,não
50,operário,casado,secundário,não,887,não,não,desconhecido,16,junho,287,1,-1,0,desconhecido,não
45,autônomo,casado,secundário,não,3098,sim,não,celular,7,agosto,159,2,-1,0,desconhecido,não
41,técnico,casado,terciário,não,744,sim,não,desconhecido,14,maio,125,1,-1,0,desconhecido,não
39,técnico,casado,secundário,não,130,não,não,celular,8,julho,202,2,-1,0,desconhecido,não
44,gerente,casado,secundário,não,438,sim,não,telefone,8,maio,37,3,303,1,falha,não
54,administrador,casado,secundário,não,0,não,não,celular,28,janeiro,161,1,98,2,falha,sim
49,gerente,casado,terciário,não,322,não,não,celular,6,agosto,72,4,-1,0,desconhecido,não
34,operário,solteiro,secundário,não,186,não,não,celular,2,fevereiro,342,1,-1,0,desconhecido,não
75,aposentado,divorciado,terciário,não,3810,sim,não,celular,16,novembro,262,1,183,1,falha,sim
42,gerente,casado,terciário,não,0,não,não,celular,13,agosto,325,2,-1,0,desconhecido,não
53,operário,casado,secundário,não,4380,não,não,telefone,19,agosto,223,7,-1,0,desconhecido,não
49,gerente,divorciado,terciário,não,755,não,não,celular,31,julho,1212,4,-1,0,desconhecido,sim
31,serviços gerais,solteiro,secundário,não,2070,não,não,celular,29,agosto,319,2,-1,0,desconhecido,não
45,operário,solteiro,primario,não,999,não,não,celular,29,janeiro,182,2,-1,0,desconhecido,não
39,autônomo,casado,secundário,não,167,sim,sim,celular,17,julho,330,1,-1,0,desconhecido,não
46,técnico,casado,secundário,não,1322,sim,sim,celular,19,novembro,514,1,-1,0,desconhecido,não
42,administrador,divorciado,secundário,não,1076,sim,não,desconhecido,14,maio,213,1,-1,0,desconhecido,não
37,gerente,casado,terciário,não,502,sim,não,celular,7,maio,551,1,351,1,falha,não
26,técnico,solteiro,terciário,não,1216,sim,não,celular,16,abril,472,2,-1,0,desconhecido,não
37,gerente,solteiro,terciário,não,876,sim,não,celular,15,abril,140,4,327,2,falha,não
36,serviços gerais,solteiro,secundário,não,342,sim,não,desconhecido,7,maio,142,1,-1,0,desconhecido,não
29,operário,solteiro,primario,não,950,sim,não,desconhecido,4,junho,135,3,-1,0,desconhecido,não
36,operário,casado,primario,não,973,sim,sim,desconhecido,23,maio,293,1,-1,0,desconhecido,não
26,técnico,casado,terciário,não,3825,sim,não,desconhecido,13,maio,107,1,-1,0,desconhecido,não
32,operário,casado,secundário,não,2366,sim,não,desconhecido,20,maio,127,2,-1,0,desconhecido,não
40,gerente,casado,terciário,não,542,sim,não,celular,20,novembro,1816,1,-1,0,desconhecido,não
53,gerente,casado,primario,não,995,não,não,celular,4,fevereiro,200,3,-1,0,desconhecido,não
29,gerente,casado,terciário,não,20,sim,não,celular,12,maio,418,1,-1,0,desconhecido,não
34,técnico,solteiro,terciário,não,228,sim,não,celular,22,julho,387,4,-1,0,desconhecido,não
43,operário,casado,secundário,não,130,não,não,celular,5,maio,156,1,337,3,falha,não
56,gerente,casado,terciário,não,217,não,sim,celular,21,julho,121,2,-1,0,desconhecido,não
55,empresário,divorciado,terciário,não,0,não,não,desconhecido,6,junho,108,2,-1,0,desconhecido,não
31,autônomo,casado,terciário,não,259,sim,não,celular,7,maio,47,1,-1,0,desconhecido,não
27,administrador,solteiro,secundário,não,619,sim,não,celular,20,abril,16,5,322,4,outro,não
36,gerente,casado,secundário,não,644,sim,não,celular,18,novembro,54,2,-1,0,desconhecido,não
44,gerente,casado,terciário,não,22,sim,não,celular,6,agosto,265,2,-1,0,desconhecido,não
37,administrador,divorciado,terciário,não,4303,sim,não,desconhecido,23,maio,168,1,-1,0,desconhecido,não
30,administrador,solteiro,secundário,não,239,sim,não,celular,7,maio,115,3,-1,0,desconhecido,não
42,técnico,solteiro,secundário,não,275,não,não,celular,26,agosto,31,8,-1,0,desconhecido,não
30,gerente,casado,terciário,não,1221,sim,não,telefone,25,julho,279,4,-1,0,desconhecido,sim
62,aposentado,casado,secundário,não,816,não,não,celular,1,setembro,28,2,-1,0,desconhecido,não
24,operário,casado,secundário,não,1222,sim,não,celular,20,abril,369,1,-1,0,desconhecido,não
31,técnico,casado,secundário,não,2363,sim,não,desconhecido,13,maio,247,1,-1,0,desconhecido,não
66,aposentado,casado,terciário,não,2262,não,não,celular,22,abril,155,1,-1,0,desconhecido,não
47,administrador,casado,secundário,não,2,não,não,celular,10,julho,89,1,-1,0,desconhecido,não
39,empresário,casado,terciário,não,2,sim,não,celular,17,novembro,180,1,-1,0,desconhecido,não
35,técnico,casado,secundário,não,4508,sim,não,celular,18,novembro,854,1,-1,0,desconhecido,sim
35,administrador,divorciado,secundário,não,-402,sim,não,celular,17,abril,46,1,-1,0,desconhecido,não
27,técnico,casado,secundário,não,1577,sim,sim,desconhecido,28,maio,266,2,-1,0,desconhecido,não
32,operário,casado,secundário,não,34,sim,não,celular,5,maio,321,2,-1,0,desconhecido,não
44,gerente,casado,terciário,não,795,não,não,celular,28,agosto,99,24,-1,0,desconhecido,não
42,operário,casado,secundário,não,117,sim,não,desconhecido,9,maio,147,1,-1,0,desconhecido,não
34,autônomo,solteiro,terciário,não,5462,não,não,celular,30,abril,430,1,-1,0,desconhecido,sim
25,serviços gerais,solteiro,secundário,não,402,não,sim,celular,7,julho,264,1,-1,0,desconhecido,não
40,técnico,solteiro,secundário,não,641,não,não,celular,16,julho,156,6,-1,0,desconhecido,não
43,gerente,divorciado,terciário,não,36,não,não,celular,26,maio,118,1,102,2,falha,não
